N,P,K,temperature,humidity,ph,rainfall,label
24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,mothbeans
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate
32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,lentil
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,banana
31,137,196,22.14464104,93.82567435,6.400321212,120.6310784,apple
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,apple
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango
116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,chickpea
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans
25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,coconut
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut
117,81,53,29.50704598,78.20585613,5.507641778,98.12565829,banana
32,76,15,28.05153602,63.49802189,7.604110177,43.35795377,lentil
23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,mungbean
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,cotton
0,67,22,29.82112112,69.4073209,6.593798387,51.56461082,lentil
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,pigeonpeas
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana
40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate
101,92,45,28.22776705,80.6430384,5.758054257,98.00403016,banana
66,54,21,25.19008683,60.2001687,5.919045532,72.12375573,maize
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,cotton
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,grapes
39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,chickpea
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice
115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,coffee
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes
28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,chickpea
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,papaya
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans
34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,apple
102,71,48,28.65456263,79.28693687,5.695267822,102.4633775,banana
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,orange
60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,rice
16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,kidneybeans
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,chickpea
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,coffee
25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,pomegranate
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas
95,75,45,28.98333432,82.95958244,5.829898502,109.022564,banana
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram
40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,pigeonpeas
140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,cotton
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,grapes
24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,blackgram
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya
26,80,83,17.08498521,16.14565756,7.528599957,71.31007253,chickpea
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,lentil
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
99,19,33,27.5364547,55.51673151,6.273741983,130.6377143,coffee
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram
82,46,41,23.3250131,79.79609448,6.581693772,187.3096148,jute
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya
85,21,47,29.87331077,90.60932469,6.186770318,24.69720481,muskmelon
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,banana
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,grapes
109,10,53,26.81938687,87.8274604,6.551750306,46.06193778,watermelon
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans
9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana
129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,cotton
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,mango
66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,rice
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize
112,54,15,25.46228792,81.56641891,6.175492306,76.88582484,cotton
28,130,196,22.13450646,94.67695747,6.062356467,112.9203223,apple
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,pigeonpeas
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,orange
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,banana
103,40,30,27.30901814,55.196224,6.348316257,141.4831644,coffee
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,banana
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize
115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,cotton
60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,rice
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon
14,139,197,21.72484506,92.83975602,6.056529526,121.6961761,apple
2,120,203,23.12652652,94.71203306,5.893492999,108.6211833,apple
35,64,78,17.92845928,14.27327988,7.496645259,85.37378769,chickpea
93,20,50,29.93061247,93.22980899,6.448792689,24.34814338,muskmelon
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,blackgram
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas
134,52,18,23.9643129,76.59175937,7.994679507,76.13090645,cotton
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,grapes
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans
21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,mungbean
82,18,48,29.09588297,94.16748386,6.159050816,26.70581328,muskmelon
10,141,201,22.12659387,90.97818277,6.386021424,104.5412275,apple
58,51,47,42.13473976,91.70445386,6.757470637,197.402901,papaya
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize
84,18,46,27.08808014,93.42402083,6.781050373,25.32159689,muskmelon
65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,rice
81,36,38,23.76554749,87.98329901,6.334837865,150.3166152,jute
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,banana
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango
4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,mango
60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,jute
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean
69,57,35,24.30748599,78.54340987,6.186814392,186.2337571,jute
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,coffee
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,blackgram
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans
100,56,40,26.38905406,83.31240346,7.433313409,176.1516409,jute
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,chickpea
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,lentil
120,7,47,24.24782473,83.03687902,6.653867608,54.7657624,watermelon
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,jute
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton
39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,papaya
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,watermelon
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,pigeonpeas
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,cotton
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,coconut
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana
27,139,205,22.48403042,93.40819246,5.772179946,105.5473627,apple
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,cotton
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize
29,139,205,23.64142354,93.74461474,6.155939453,116.6912176,apple
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton
29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,coconut
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram
91,38,36,26.5232969,77.17331847,7.287318723,157.8548562,jute
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate
81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,rice
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton
54,61,77,18.81198127,15.21618225,6.206582193,77.5429424,chickpea
29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,apple
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,coconut
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,apple
82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute
82,13,52,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon
21,39,20,27.06179658,52.3003173,7.388007483,60.74583498,mothbeans
82,25,51,24.31334971,87.47409052,6.074209622,48.11248366,watermelon
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee
18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,apple
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes
6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,pomegranate
74,40,40,25.13842773,83.12053888,6.386259978,169.3388465,jute
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,grapes
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,lentil
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes
22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,mungbean
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans
1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,coconut
79,42,37,24.87300744,82.84022551,6.587918708,295.6094492,rice
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,papaya
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,orange
38,135,203,23.76121837,93.661643,5.965551311,100.825956,apple
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,kidneybeans
77,38,36,21.8652524,80.1923008,5.953933276,224.5550169,rice
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,blackgram
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
29,16,36,19.81069447,88.92944254,5.740338002,102.860084,pomegranate
91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,rice
77,57,21,24.9321581,73.80435276,6.550563823,79.74078719,maize
23,70,15,34.6008247,63.11296779,7.403623355,60.41790253,blackgram
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,jute
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,banana
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans
6,77,25,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram
114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,watermelon
87,54,20,25.61707368,63.4711755,6.576418207,108.8303762,maize
8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,coffee
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon
69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,rice
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,mungbean
33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,orange
89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,banana
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,apple
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya
7,63,24,19.55750776,64.45268309,6.818681086,53.04669416,lentil
72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,jute
106,20,51,29.73019662,90.97015715,6.342573112,20.49035619,muskmelon
