N,P,K,temperature,humidity,ph,rainfall,Label
32.0,12.0,30.0,25.39241091,98.08951196,5.579845008,218.080385,coconut
33.0,59.0,22.0,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans
15.0,45.0,23.0,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans
26.0,121.0,201.0,22.19109412,90.02575116,6.162034371,112.3126628,apple
30.0,79.0,22.0,18.28766124,69.48515056,6.254216611,48.60449438,lentil
15.0,11.0,38.0,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate
80.0,16.0,46.0,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
57.0,67.0,25.0,32.34744009,66.61452812,7.551364319,64.55882254,blackgram
15.0,77.0,20.0,25.13163619,66.92642362,7.399749291,49.04015558,lentil
110.0,14.0,51.0,27.02415146,91.66737633,6.085444691,21.26034986,muskmelon
42.0,60.0,47.0,33.46873719,92.12746225,6.834808348,136.8277041,papaya
25.0,51.0,24.0,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans
37.0,78.0,79.0,19.95264829,14.82633099,7.786366322,88.6810311,chickpea
11.0,44.0,17.0,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans
23.0,75.0,17.0,24.87425505,64.00213929,7.198076286,48.28137482,lentil
120.0,8.0,46.0,29.55657523,90.70937262,6.732834334,28.36535596,muskmelon
118.0,21.0,34.0,24.38534644,64.72543073,7.234258375,119.6324109,coffee
79.0,43.0,39.0,21.66628296,80.70960551,7.062779015,210.8142087,rice
8.0,72.0,17.0,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans
98.0,43.0,35.0,25.40785911,76.44048625,7.319952206,188.6372826,jute
82.0,22.0,45.0,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
123.0,44.0,21.0,25.78544484,75.00539324,7.641116569,91.39578861,cotton
4.0,69.0,19.0,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas
67.0,60.0,25.0,24.92162194,66.78627406,5.750254943,109.2162279,maize
25.0,7.0,35.0,28.38503882,99.18843684,5.55771171,189.6711349,coconut
106.0,46.0,20.0,23.43821725,78.63388824,6.200671976,81.15072105,cotton
28.0,76.0,82.0,20.56601874,14.25803981,6.654425315,83.75937135,chickpea
28.0,23.0,28.0,30.01821337,50.0983181,5.676032581,96.08745082,mango
36.0,43.0,21.0,28.36319404,84.8593608,7.140437859,52.93031105,mungbean
17.0,57.0,20.0,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans
39.0,37.0,25.0,33.33024826,45.61143594,6.953246506,98.28583013,mango
10.0,78.0,18.0,18.54141834,62.70637578,6.296976913,44.07819743,lentil
68.0,69.0,52.0,25.65492304,92.74501561,6.813383387,52.95477913,papaya
69.0,60.0,54.0,36.32268069,93.06134398,6.98992719,141.1736926,papaya
4.0,59.0,19.0,26.25070298,67.62779652,7.621494566,40.8106299,lentil
116.0,25.0,50.0,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon
60.0,59.0,22.0,31.86847286,66.74217464,7.191522601,74.22238583,blackgram
39.0,65.0,53.0,35.33294932,92.11508608,6.560743093,235.6133585,papaya
100.0,6.0,53.0,29.05248036,93.92217834,6.105909623,23.66620626,muskmelon
0.0,137.0,195.0,22.4359017,80.18612085,6.329499832,65.3973168,grapes
39.0,17.0,45.0,18.09691127,90.42177379,6.924490731,104.88189,pomegranate
25.0,132.0,198.0,22.31944084,90.85174383,5.732757516,100.1173443,apple
19.0,55.0,20.0,27.43329405,87.80507732,7.18530147,54.73367631,mungbean
105.0,18.0,35.0,23.52648086,68.44030686,6.743417121,171.8839938,coffee
85.0,22.0,53.0,25.96534238,89.77076659,6.849471704,59.46338556,watermelon
36.0,125.0,196.0,37.46566825,80.65968681,6.15526103,66.83872293,grapes
81.0,25.0,49.0,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon
98.0,26.0,49.0,27.29035669,90.53330091,6.130160473,23.49535234,muskmelon
84.0,38.0,43.0,26.57421679,73.81994896,7.26158085,159.3223075,jute
19.0,72.0,15.0,28.83600962,69.76112921,6.890760124,44.08562546,lentil
56.0,65.0,45.0,38.2016825,93.97379963,6.751298936,218.0908814,papaya
8.0,28.0,37.0,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate
40.0,62.0,19.0,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas
33.0,47.0,17.0,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans
8.0,120.0,201.0,21.18667419,91.13435689,6.321152192,122.233323,apple
6.0,139.0,199.0,25.67385024,81.6212135,6.29099842,74.10919422,grapes
9.0,57.0,24.0,29.89232778,89.71503316,7.165121109,42.99498978,mungbean
92.0,81.0,52.0,28.0106804,76.52808057,5.891413895,103.7040783,banana
101.0,31.0,26.0,26.70897548,69.71184111,6.861235184,158.8608887,coffee
11.0,143.0,197.0,22.98458907,93.3204487,5.875718516,122.1952483,apple
101.0,10.0,47.0,25.5421695,83.31883376,6.936997681,57.57343233,watermelon
23.0,21.0,26.0,26.45488737,93.45042636,5.901495544,149.2220255,coconut
35.0,63.0,76.0,17.81564548,17.60756635,7.714153038,90.82097601,chickpea
0.0,19.0,33.0,27.1326009,95.23797989,6.234458417,204.7206567,coconut
20.0,7.0,9.0,29.47741671,91.57802915,7.129136941,111.1727497,orange
25.0,27.0,41.0,19.20090378,94.27659596,6.923509371,108.0423555,pomegranate
9.0,51.0,19.0,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans
114.0,8.0,50.0,24.74631269,88.30866319,6.581587932,57.95826144,watermelon
74.0,46.0,45.0,25.75734909,88.36668522,6.025028997,189.4263485,jute
133.0,57.0,19.0,23.54234715,75.98203329,7.947011366,84.12536744,cotton
90.0,46.0,42.0,23.97898217,81.45061596,7.50283396,250.0832336,rice
67.0,43.0,39.0,26.04371967,84.96907151,5.999969026,186.7536773,rice
40.0,64.0,16.0,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans
37.0,11.0,36.0,24.24779615,85.56033312,6.710143266,106.9216033,pomegranate
107.0,21.0,26.0,26.45288458,55.32222678,7.235070264,144.6861336,coffee
80.0,18.0,31.0,24.02952505,58.84880599,7.303033217,134.6803969,coffee
6.0,124.0,200.0,22.98208095,93.84505029,5.971332179,109.5852253,apple
2.0,72.0,18.0,26.57597546,60.97876599,7.836719564,50.89110726,lentil
26.0,67.0,16.0,29.10713092,67.90577375,7.17620823,67.83345933,blackgram
10.0,79.0,18.0,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas
60.0,58.0,37.0,26.13871511,79.1188943,6.067302109,171.4892533,jute
37.0,18.0,12.0,10.2708877,90.19147747,7.401121811,106.6955204,orange
113.0,15.0,29.0,27.09617155,63.55324262,6.779230041,190.2440566,coffee
8.0,38.0,32.0,29.75150773,46.73723302,4.981816523,91.405983,mango
133.0,50.0,25.0,25.72180042,81.19666206,7.569454601,99.93100821,cotton
5.0,23.0,15.0,25.66901098,92.04670813,7.408939392,112.5424199,orange
31.0,78.0,76.0,17.57212145,14.99927489,8.519975748,89.31050665,chickpea
52.0,63.0,19.0,29.58949031,68.32176769,6.928898659,67.53021213,blackgram
39.0,57.0,19.0,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas
107.0,22.0,54.0,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon
101.0,17.0,55.0,24.37118217,87.1269128,6.451499764,44.63907691,watermelon
100.0,46.0,18.0,24.18586246,76.04203958,6.431689506,69.08056728,cotton
21.0,137.0,196.0,23.6119202,91.70293849,5.812781806,123.5900822,apple
23.0,23.0,27.0,34.72413192,51.4271781,5.161148592,97.31258083,mango
25.0,76.0,24.0,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans
112.0,28.0,54.0,24.86094646,85.05318563,6.738030547,55.29563514,watermelon
8.0,23.0,38.0,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
96.0,18.0,50.0,25.3310446,84.30533791,6.904241707,41.53218699,watermelon
93.0,41.0,17.0,25.6217169,66.50415474,6.047906679,105.4654703,maize
24.0,21.0,42.0,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
38.0,135.0,203.0,23.76121837,93.661643,5.965551311,100.825956,apple
32.0,57.0,22.0,28.6899851,87.50436797,6.769415888,44.56598352,mungbean
140.0,40.0,17.0,22.72767171,77.07598065,6.006085786,77.55176318,cotton
29.0,22.0,40.0,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate
39.0,24.0,14.0,30.55472573,90.90343769,7.189259647,106.0711985,orange
42.0,59.0,55.0,40.10207731,94.35110201,6.979102243,149.1199989,papaya
102.0,11.0,45.0,29.03167341,93.12603235,6.35544263,24.15591199,muskmelon
108.0,94.0,47.0,27.35911627,84.54625006,6.387431383,90.81250457,banana
84.0,7.0,51.0,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
75.0,41.0,35.0,24.97042599,78.62697699,6.856833064,166.6415254,jute
86.0,37.0,16.0,20.51716779,59.21235483,5.561510732,67.61013737,maize
96.0,41.0,40.0,23.58419277,72.00460848,6.090060478,190.4242157,jute
23.0,72.0,84.0,19.02061277,17.13159126,6.920251378,79.92698081,chickpea
21.0,21.0,38.0,22.5526059,89.3259486,6.327673765,104.8955643,pomegranate
118.0,18.0,32.0,27.6496114,51.11044023,6.351823783,122.8392822,coffee
99.0,19.0,33.0,27.5364547,55.51673151,6.273741983,130.6377143,coffee
23.0,70.0,15.0,34.6008247,63.11296779,7.403623355,60.41790253,blackgram
36.0,26.0,26.0,30.17294105,51.0845903,6.814630246,95.23444287,mango
25.0,17.0,40.0,18.91251245,87.74938524,6.608023872,111.2800516,pomegranate
85.0,53.0,38.0,24.90075709,73.84186449,6.588017308,153.8990984,jute
38.0,38.0,18.0,26.31051759,61.18749126,6.294130313,35.73403813,mothbeans
78.0,37.0,22.0,25.34217103,63.31801994,6.330554389,74.52082026,maize
28.0,69.0,16.0,29.77013109,66.29327012,6.547361618,35.69674138,lentil
98.0,44.0,21.0,25.77175115,74.089114,6.524478032,107.4931917,maize
98.0,22.0,47.0,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon
22.0,16.0,27.0,29.1797902,90.27214288,6.006784979,188.9252083,coconut
115.0,17.0,55.0,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon
21.0,6.0,41.0,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate
40.0,5.0,32.0,26.07010807,96.7036223,5.981169595,143.533473,coconut
27.0,10.0,33.0,27.81132822,97.48410555,6.465906333,154.0621221,coconut
53.0,67.0,17.0,31.77681682,69.01852894,7.296972161,61.46892873,blackgram
31.0,13.0,33.0,29.69952329,95.21224392,6.342463714,148.3003692,coconut
71.0,56.0,37.0,23.18866654,86.20899734,6.491506245,176.103677,jute
89.0,58.0,35.0,23.98651719,82.09053379,6.096838784,167.0576456,jute
4.0,41.0,20.0,28.14720892,83.8001509,6.647965508,37.44800463,mungbean
39.0,42.0,20.0,29.3499706,61.25353851,8.055908858,40.82840673,mothbeans
107.0,12.0,46.0,29.57240298,93.61870344,6.559763394,27.56918621,muskmelon
78.0,40.0,38.0,26.46428311,83.85642678,7.549873681,248.2256491,rice
90.0,92.0,55.0,27.00932084,80.18546798,6.13465588,97.32531705,banana
38.0,132.0,197.0,20.42094753,81.54185044,5.931101816,66.93065667,grapes
53.0,65.0,76.0,20.19137759,16.41998269,8.719960893,77.33795356,chickpea
99.0,73.0,53.0,26.29039046,81.06003778,5.871702211,118.6730366,banana
61.0,52.0,41.0,24.97669518,83.891805,6.880431223,204.8001847,rice
126.0,50.0,19.0,24.69457084,81.7358876,6.628722836,78.58494391,cotton
100.0,48.0,17.0,23.7805123,83.03878838,7.827877818,66.26555904,cotton
57.0,64.0,55.0,26.68386496,92.9585411,6.583760499,62.50689682,papaya
20.0,62.0,18.0,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
111.0,29.0,31.0,26.05968403,52.31098539,6.136286518,161.3432535,coffee
2.0,47.0,15.0,29.86860065,85.99127934,6.401455706,58.41394143,mungbean
31.0,40.0,22.0,29.40889385,86.16063492,6.365513634,53.35486977,mungbean
20.0,129.0,201.0,23.41044706,91.69913296,5.587905967,116.0777931,apple
38.0,15.0,27.0,33.7462686,48.50387598,6.777788126,92.26439205,mango
22.0,68.0,16.0,27.70496805,63.20915034,7.74672376,37.46160727,lentil
45.0,61.0,78.0,19.48649305,16.06240074,6.489389282,81.5284269,chickpea
61.0,44.0,17.0,26.10018422,71.57476937,6.931756558,102.2662445,maize
57.0,56.0,78.0,17.34150229,18.75626255,8.861479668,67.9545435,chickpea
9.0,17.0,32.0,25.94951662,93.40548703,5.842317989,172.0540491,coconut
21.0,135.0,198.0,23.86087054,94.92048112,5.765015126,105.0241329,apple
63.0,44.0,41.0,24.17298839,83.7287574,5.583370042,257.0343554,rice
83.0,21.0,28.0,25.5674832,60.49244602,7.466900683,190.2257843,coffee
87.0,54.0,20.0,25.61707368,63.4711755,6.576418207,108.8303762,maize
117.0,26.0,30.0,27.92374437,67.96910852,7.079850922,115.2325531,coffee
40.0,136.0,202.0,22.85267372,94.5764581,5.935336308,117.5314026,apple
54.0,66.0,52.0,36.56769731,93.79503425,6.867554147,104.4218596,papaya
25.0,130.0,197.0,39.70772192,82.68593454,5.554831977,74.91506217,grapes
26.0,51.0,25.0,28.76488954,52.62741529,7.792508068,55.21606732,mothbeans
107.0,58.0,15.0,23.73868041,75.77503808,7.55606399,76.63669195,cotton
24.0,42.0,23.0,28.22471276,82.35916228,6.428054409,44.01206619,mungbean
20.0,67.0,19.0,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas
39.0,9.0,15.0,25.35467646,91.81183218,7.992041984,116.7555937,orange
9.0,56.0,17.0,26.13708256,66.7729209,6.261937875,46.48280681,lentil
101.0,87.0,54.0,29.07311132,76.50045221,6.376756633,100.1692639,banana
95.0,39.0,29.0,27.35152643,55.99375012,7.13411409,148.9812525,coffee
129.0,60.0,22.0,24.58453146,79.12404171,5.947448589,71.94608134,cotton
32.0,25.0,9.0,10.35609594,93.75652041,7.796034006,101.1456947,orange
82.0,75.0,55.0,27.34585147,78.4873835,6.281069505,92.15524332,banana
6.0,13.0,29.0,27.31155708,99.96906006,5.832608028,201.8258633,coconut
93.0,56.0,42.0,23.85724032,82.22572988,7.382762603,195.0948311,rice
39.0,25.0,36.0,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
34.0,6.0,30.0,27.0828252,97.00155491,5.948342571,171.7575545,coconut
95.0,12.0,46.0,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
34.0,9.0,36.0,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate
11.0,72.0,20.0,19.52226241,24.92607153,5.951177452,113.334026,kidneybeans
56.0,57.0,48.0,31.56213762,93.0484859,6.506120752,63.62250788,papaya
37.0,71.0,16.0,26.28663931,68.51966729,7.324863481,46.13833007,lentil
7.0,21.0,35.0,25.76011662,94.65830608,5.764812076,131.2451414,coconut
77.0,38.0,36.0,21.8652524,80.1923008,5.953933276,224.5550169,rice
107.0,43.0,18.0,22.426733,81.53480799,6.745104394,65.54475812,cotton
58.0,79.0,17.0,27.24766491,66.10123083,7.04174124,62.31842057,blackgram
32.0,121.0,199.0,39.37102553,81.25353895,6.129812716,74.08101744,grapes
26.0,9.0,32.0,25.9490364,94.73860514,6.470465614,144.1571109,coconut
38.0,135.0,203.0,41.36106301,82.79782954,6.444373116,69.92107482,grapes
25.0,60.0,22.0,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans
98.0,18.0,27.0,27.56088634,68.49299897,6.516312148,167.4358075,coffee
17.0,77.0,24.0,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans
37.0,73.0,21.0,29.50304807,63.46513414,5.560224583,189.5208915,pigeonpeas
119.0,7.0,55.0,26.03867719,84.6378378,6.031424482,44.3993381,watermelon
58.0,46.0,45.0,42.39413392,90.79028064,6.576261427,88.46607497,papaya
23.0,23.0,30.0,32.82141065,47.45553843,4.755273631,90.89173106,mango
92.0,20.0,55.0,25.10474753,87.5267616,6.587791262,59.26519444,watermelon
18.0,79.0,20.0,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans
22.0,56.0,17.0,29.87888063,87.32761241,6.89077995,44.75215854,mungbean
4.0,24.0,43.0,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate
26.0,135.0,203.0,33.78372897,81.16314317,5.685102769,74.53557341,grapes
98.0,29.0,30.0,25.64004392,61.03273481,6.217974349,199.4735636,coffee
116.0,40.0,33.0,24.91370487,54.15319242,7.042089492,129.5481144,coffee
36.0,7.0,37.0,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate
113.0,20.0,48.0,27.46583649,94.87679041,6.440584681,27.27899847,muskmelon
40.0,27.0,45.0,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate
27.0,72.0,17.0,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas
34.0,60.0,16.0,31.35730791,64.24992106,7.322555223,63.85668948,blackgram
49.0,76.0,18.0,27.05365239,67.7017527,7.393631868,60.4693835,blackgram
39.0,71.0,84.0,20.28155898,16.39535215,8.140825437,82.52339655,chickpea
90.0,39.0,37.0,24.81441246,81.68688879,6.86106911,190.7886386,jute
34.0,65.0,19.0,23.43974653,63.22011726,5.94239222,45.40277297,lentil
13.0,132.0,203.0,23.60115364,82.48336987,6.423216506,73.23901752,grapes
21.0,44.0,18.0,27.06909959,86.89934108,7.12851089,50.46746116,mungbean
116.0,23.0,25.0,23.4123707,52.26994674,6.869720196,139.3670753,coffee
52.0,56.0,85.0,20.1187446,14.44228303,6.81712422,88.68168643,chickpea
114.0,40.0,23.0,25.53676123,81.13668716,6.753978061,95.4262599,cotton
5.0,16.0,31.0,35.96054636,48.69677802,4.555688532,98.00644238,mango
24.0,70.0,21.0,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas
18.0,23.0,8.0,21.49118657,93.43949693,6.41354791,101.4819888,orange
1.0,59.0,23.0,27.46852989,87.17649,7.184398832,43.78420984,mungbean
27.0,61.0,18.0,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
45.0,57.0,47.0,23.16855863,90.78821158,6.656458831,161.6892093,papaya
8.0,50.0,21.0,28.62911222,89.1148059,6.218923893,50.49913241,mungbean
13.0,61.0,22.0,19.44084326,63.27771461,7.728832424,46.83130119,lentil
49.0,69.0,82.0,18.31561493,15.36143547,7.26311855,81.78710463,chickpea
85.0,38.0,41.0,21.58711777,82.7883708,6.249050656,276.6552459,rice
20.0,73.0,22.0,16.03768615,22.33195853,5.976312538,130.3900798,kidneybeans
91.0,36.0,45.0,24.44345477,82.45432595,5.950647577,267.9761948,rice
20.0,69.0,15.0,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans
39.0,60.0,15.0,35.09357419,30.98685456,5.004074624,116.9106908,pigeonpeas
118.0,13.0,54.0,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
26.0,11.0,11.0,13.70319166,90.95589386,7.609348255,106.2944879,orange
68.0,57.0,43.0,26.08867875,80.37979919,5.706943251,182.9043504,rice
115.0,48.0,16.0,25.54359718,84.09229796,7.175934962,88.94245493,cotton
39.0,64.0,52.0,28.91842453,94.63676767,6.678695788,63.68794608,papaya
53.0,74.0,15.0,29.43463808,64.94329356,7.517097,72.17818157,blackgram
2.0,38.0,18.0,27.53632932,89.92908171,6.619891498,45.48591922,mungbean
23.0,75.0,25.0,31.07508973,47.19847683,7.077170002,91.31256412,pigeonpeas
0.0,133.0,200.0,23.67287749,90.4935574,5.708418722,104.2298028,apple
4.0,20.0,25.0,28.93270187,47.94053996,5.664587011,99.9834242,mango
10.0,24.0,27.0,27.57283516,94.90485697,5.708409601,145.9298935,coconut
80.0,52.0,39.0,26.41915161,76.85691248,7.165696848,197.2101782,jute
24.0,131.0,196.0,22.03296178,83.74372787,5.732453638,65.34440794,grapes
28.0,145.0,202.0,19.2077707,82.9042841,6.484323189,66.83113717,grapes
87.0,60.0,23.0,20.27317074,63.91281869,6.439071996,62.50351892,maize
68.0,62.0,50.0,33.20258348,92.76437927,6.977700268,197.5282582,papaya
77.0,36.0,37.0,26.88444878,81.46033732,6.136131869,194.5766559,rice
28.0,130.0,196.0,22.13450646,94.67695747,6.062356467,112.9203223,apple
27.0,72.0,23.0,19.92889503,21.79992115,5.961934481,64.02640797,kidneybeans
71.0,52.0,43.0,26.47549543,73.96164569,6.732826127,180.2513601,jute
52.0,58.0,16.0,30.64095781,61.14508627,7.167435834,71.36947525,blackgram
20.0,60.0,22.0,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas
11.0,45.0,19.0,28.70012137,44.359648,3.828031463,44.11622138,mothbeans
27.0,59.0,20.0,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans
40.0,73.0,20.0,21.59343016,20.31871249,5.811314232,61.13872036,kidneybeans
14.0,75.0,24.0,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas
18.0,21.0,35.0,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate
17.0,11.0,32.0,28.74013335,93.39676499,5.620733794,156.7650823,coconut
22.0,38.0,31.0,31.53356352,53.06009323,5.821106036,98.57025046,mango
117.0,79.0,49.0,25.40909896,82.36208097,6.176644228,112.9794804,banana
139.0,35.0,15.0,25.248679,83.4630147,5.898293044,86.55517751,cotton
68.0,40.0,19.0,26.14384005,66.20569924,6.655426355,107.2361366,maize
140.0,45.0,15.0,25.5308271,80.04662756,5.801047545,99.39557151,cotton
24.0,33.0,35.0,29.26382931,54.82257868,5.342866119,100.7586226,mango
105.0,60.0,23.0,23.53371386,77.21705554,6.207652157,87.54004943,cotton
36.0,54.0,46.0,42.54744013,94.94482086,6.662875839,214.4103848,papaya
81.0,49.0,20.0,18.04185513,60.61494304,5.513697923,104.2321615,maize
91.0,35.0,38.0,24.8972823,80.52586088,6.13428721,183.6793207,rice
21.0,31.0,32.0,35.38598705,51.42664176,5.254532213,90.29643888,mango
87.0,44.0,43.0,23.87484465,86.79261344,6.718725189,177.5147313,jute
83.0,22.0,54.0,25.89762315,81.96664832,6.277245254,54.49960057,watermelon
7.0,23.0,35.0,19.75088482,88.71691157,7.054313823,102.5538035,pomegranate
36.0,44.0,21.0,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans
108.0,88.0,55.0,26.28845991,83.390039,5.891458107,113.8729798,banana
27.0,64.0,21.0,32.84213012,68.68401492,7.543804223,73.67166182,blackgram
119.0,19.0,55.0,25.18780042,83.44621709,6.818261383,46.87420883,watermelon
14.0,121.0,203.0,9.724457611,83.74765639,6.158689406,74.46411148,grapes
97.0,59.0,43.0,26.35927159,84.04403589,6.286500176,271.3586137,rice
3.0,28.0,33.0,30.33723921,48.88704844,5.755049971,94.42850522,mango
63.0,50.0,52.0,28.64555584,93.22642604,6.751747609,115.8163936,papaya
78.0,42.0,42.0,20.13017482,81.60487287,7.628472891,262.7173405,rice
21.0,20.0,31.0,25.60033702,99.7240104,5.855457599,165.8248732,coconut
87.0,14.0,48.0,29.69238699,92.58862544,6.606033244,29.1102594,muskmelon
83.0,95.0,50.0,26.51682337,77.79913575,5.50947065,108.8547508,banana
84.0,29.0,49.0,29.94349168,93.90741192,6.251420275,20.39020503,muskmelon
1.0,48.0,24.0,29.34594634,85.60472562,6.232836962,59.03629954,mungbean
98.0,27.0,27.0,24.71384065,51.29142534,7.238109556,197.6439711,coffee
32.0,145.0,203.0,23.83053666,90.84422164,6.406818518,109.5966791,apple
31.0,26.0,9.0,11.69894639,93.25638873,7.566165721,103.2005992,orange
11.0,41.0,19.0,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans
33.0,61.0,24.0,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas
67.0,60.0,38.0,24.79853023,78.53037059,7.16214284,162.2847429,jute
96.0,86.0,51.0,29.90888522,76.98740841,6.257369799,91.99964712,banana
20.0,29.0,27.0,25.09897688,92.36099489,6.047044342,157.7592626,coconut
131.0,52.0,16.0,23.65724079,84.47601498,6.486068274,88.54479121,cotton
35.0,67.0,49.0,41.31330062,91.1508798,6.617066674,239.7427554,papaya
17.0,67.0,18.0,31.2192752,56.46868874,5.611510977,129.2028653,pigeonpeas
14.0,41.0,17.0,29.12939524,88.48312598,7.085982325,36.45012824,mungbean
103.0,42.0,17.0,24.29470232,84.61527627,6.527541661,81.05902285,cotton
1.0,62.0,23.0,15.43546065,18.37477907,5.607808432,139.0302034,kidneybeans
68.0,41.0,16.0,21.77689322,57.80840636,6.158830619,102.0861694,maize
35.0,71.0,17.0,29.89286629,66.35375127,6.931924963,198.1403003,pigeonpeas
102.0,28.0,54.0,25.15623099,80.27525115,6.862157042,55.49541453,watermelon
32.0,68.0,19.0,24.62835037,18.18325169,5.514234138,149.7441028,kidneybeans
