N,P,K,temperature,humidity,ph,rainfall,label
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram
86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,coffee
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes
117,30,50,24.90123934,87.20772913,6.744966312,46.59207341,watermelon
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice
106,16,54,28.96017885,91.69532178,6.585872508,24.7458198,muskmelon
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize
107,21,26,26.45288458,55.32222678,7.235070264,144.6861336,coffee
71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,jute
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas
28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,apple
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean
117,86,53,25.19640218,83.55829874,5.703381728,115.8586081,banana
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,mungbean
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,mungbean
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate
94,53,40,20.27774362,82.89408619,5.718627178,241.9741949,rice
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,orange
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,kidneybeans
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,orange
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya
9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,apple
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,mungbean
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango
115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,mungbean
117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,grapes
94,91,51,29.16093424,76.67484233,5.618094446,109.575944,banana
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,coffee
23,21,26,26.45488737,93.45042636,5.901495544,149.2220255,coconut
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,coconut
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,blackgram
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton
60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,jute
134,52,18,23.9643129,76.59175937,7.994679507,76.13090645,cotton
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,chickpea
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,coconut
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans
118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,coffee
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,coconut
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,blackgram
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize
56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,papaya
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton
121,53,19,23.51308653,76.72621429,7.976889498,80.11272117,cotton
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,banana
107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,watermelon
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,mango
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut
34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,blackgram
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,apple
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana
117,27,48,26.53259325,82.39053979,6.835268184,54.30660782,watermelon
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,coffee
31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,chickpea
0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,pomegranate
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize
60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,jute
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,kidneybeans
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,lentil
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas
95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon
27,62,24,28.63005477,66.770943,7.353876754,62.2737345,blackgram
23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,pigeonpeas
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,coffee
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,mango
83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,chickpea
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya
25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,pomegranate
6,8,11,24.35590861,92.39651663,6.600948788,119.6946577,orange
15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,lentil
81,30,31,24.65090184,51.93952357,7.027585559,135.1386537,coffee
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans
33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,apple
95,7,45,27.30008597,90.80015308,6.031665834,25.09484511,muskmelon
61,44,17,26.10018422,71.57476937,6.931756558,102.2662445,maize
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,banana
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes
55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,blackgram
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,coffee
90,86,55,27.96236771,84.15403614,5.644486582,97.55986676,banana
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,chickpea
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton
37,5,34,25.79490531,93.84150618,5.779032666,152.4238712,coconut
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya
60,48,39,24.28209415,80.30025587,7.042299069,231.0863347,rice
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,grapes
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee
89,25,54,24.69368934,85.56967628,6.353107393,48.99390828,watermelon
89,54,38,24.51588066,83.5352163,6.685346424,230.4462359,rice
88,38,15,25.08239719,65.92195844,6.455116637,62.49190812,maize
20,60,78,18.17234999,14.70085967,6.358740355,90.7760707,chickpea
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,orange
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,orange
39,58,85,17.88776475,15.40589717,5.996932037,68.54932919,chickpea
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,lentil
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,rice
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
63,47,35,26.98582182,89.05587886,7.432768147,193.8778713,jute
3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,kidneybeans
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton
44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,blackgram
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,orange
100,58,41,23.17403323,87.88255345,6.658769991,160.6217342,jute
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,cotton
120,7,47,24.24782473,83.03687902,6.653867608,54.7657624,watermelon
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize
114,21,55,25.4438391,87.9392312,6.472756256,57.51549686,watermelon
3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,pomegranate
10,136,204,21.19852186,92.15595143,6.276198595,105.8554351,apple
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,coffee
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,watermelon
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,coconut
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana
103,40,30,27.30901814,55.196224,6.348316257,141.4831644,coffee
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,pigeonpeas
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans
115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon
60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,rice
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,mango
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,coffee
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans
19,65,25,18.09551014,18.29318436,5.625096446,144.7902323,kidneybeans
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram
89,9,47,29.47156259,90.77069618,6.668382766,28.75226067,muskmelon
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,coffee
5,21,38,22.43377991,90.3396556,6.107054808,112.459697,pomegranate
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,orange
95,30,52,29.48069921,90.33698678,6.640470863,26.0365768,muskmelon
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,grapes
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes
43,79,79,19.40751744,18.98030507,7.806747656,80.25064637,chickpea
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean
101,75,50,26.59386409,81.40740301,6.242528278,109.9825551,banana
79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,jute
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,mango
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,lentil
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,chickpea
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,mungbean
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,mungbean
35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,apple
36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,grapes
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,mango
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,mango
82,20,54,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon
79,45,20,23.80546189,59.24537979,5.715208817,89.9622014,maize
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,pigeonpeas
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,mungbean
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,lentil
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,grapes
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton
77,48,36,25.86705009,84.09985284,7.36008498,154.8390847,jute
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,lentil
35,57,25,27.0956288,42.26206161,8.340398059,71.1271039,mothbeans
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,papaya
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,cotton
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,mungbean
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes
92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,banana
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,blackgram
41,74,18,28.75751783,61.02701476,6.599147298,73.37686831,blackgram
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,lentil
63,58,22,18.25405352,55.28220433,6.204747653,63.72358154,maize
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,blackgram
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,orange
38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,papaya
113,28,48,28.87726019,92.48839665,6.170520518,24.44267592,muskmelon
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,mungbean
0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,apple
6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,pigeonpeas
67,41,40,25.848795,87.81661683,7.333143205,152.6194403,jute
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,grapes
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes
70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,jute
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,coconut
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,grapes
106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,cotton
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean
22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,pomegranate
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,papaya
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,coconut
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,chickpea
39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,papaya
4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,orange
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,chickpea
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee
34,66,17,18.81097271,21.27833035,5.889614577,125.084915,kidneybeans
27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,pigeonpeas
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,coffee
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,orange
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,lentil
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,coconut
111,6,53,26.4930645,88.59143088,6.313512999,46.06382209,watermelon
25,143,198,22.81212536,91.51861705,6.027314401,107.855225,apple
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,coffee
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton
96,13,55,29.5275305,94.57459443,6.700337732,21.13545688,muskmelon
0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,grapes
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana
20,68,17,30.11873003,60.11680815,6.578714843,71.72980375,blackgram
95,88,52,28.00316034,78.90085998,6.235461772,94.68180316,banana
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,coffee
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,lentil
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize
40,73,20,21.59343016,20.31871249,5.811314232,61.13872036,kidneybeans
16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,kidneybeans
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,coconut
29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,apple
59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,chickpea
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut
9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,orange
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,coffee
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean
100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,cotton
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,apple
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,lentil
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,orange
26,9,32,25.9490364,94.73860514,6.470465614,144.1571109,coconut
121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,cotton
20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,apple
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,blackgram
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee
7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,pigeonpeas
24,67,22,20.120043,22.89845607,5.618844277,104.6252153,kidneybeans
81,30,48,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,papaya
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean
90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,rice
83,15,49,28.92705913,91.39356832,6.438008153,23.20076686,muskmelon
38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,pomegranate
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,lentil
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,coconut
113,20,48,27.46583649,94.87679041,6.440584681,27.27899847,muskmelon
12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,lentil
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,apple
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,cotton
82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,coffee
49,55,51,24.87212063,93.90560147,6.676578778,135.1694525,papaya
3,9,35,26.91641934,99.84671638,6.318552973,225.6323656,coconut
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange
7,144,197,23.8494014,94.34814995,6.133220586,114.0512495,apple
118,44,23,22.08458267,82.82904143,6.691690476,67.06459777,cotton
39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,lentil
105,14,50,26.2148837,87.6883982,6.419052193,59.65590798,watermelon
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,coffee
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize
